number,title
WHA21.31,"Appointment of representatives to the WHO Staff Pension Committee
﻿"
WHA21.19,"Programme and budget estimates for 1969: voluntary fund for health promotion
﻿"
WHA21.35,"Study of the criteria for assessing the equivalence of medical degrees in different countries
﻿"
WHA21.21,"Smallpox eradication programme
﻿"
WHA21.20,"Training of national health personnel
﻿"
WHA21.34,"Implementation of resolution WHA19.31
﻿"
WHA21.22,"Malaria eradication programme
﻿"
WHA21.36,"Community Water Supply Programme
﻿"
WHA21.37,"Quality control of drugs
﻿"
WHA21.23,"Health problems of seafarers and health services available to them
﻿"
WHA21.44,"Recommendations, definitions and standards relating to health statistics: rules for selection of cause of death for primary mortality tabulation
﻿"
WHA21.50,"Co-ordination with the United Nations, the specialized agencies and the International Atomic Energy Agency: programme matters
﻿"
WHA21.51,"Disinsection of aircraft
﻿"
WHA21.45,"Review of the organizational study on co-ordination with the United Nations and the specialized agencies
﻿"
WHA21.53,"Special Review of the International Sanitary Regulations
﻿"
WHA21.47,"Policy governing assistance to developing countries
﻿"
WHA21.46,"Supplement to the third report on the World Health Situation
﻿"
WHA21.52,"Committee on International Quarantine: fourteenth report
﻿"
WHA21.42,"Control measures for certain dependence-producing drugs
﻿"
WHA21.43,"Health aspects of population dynamics
﻿"
WHA21.41,"Pharmaceutical advertising
﻿"
WHA21.54,"Reports of the Executive Board on its fortieth and forty-first sessions
﻿"
WHA21.40,"Form of presentation of programme and budget estimates
﻿"
WHA21.48,"Epidemiological situation in Viet-Nam
﻿"
WHA21.49,"Long-term planning in the field of health
﻿"
WHA21.12,"Award of the Dr A. T. Shousha Foundation Medal and Prize
﻿"
WHA21.1,"Twentieth anniversary of the World Health Organization
﻿"
WHA21.13,"Effective working budget and budget level for 1969
﻿"
WHA21.39,"General order of magnitude of the budget for 1970
﻿"
WHA21.11,"Scale of assessment for 1969
﻿"
WHA21.2,"Admission of Bahrain as an associate member
﻿"
WHA21.3,"Award of the Léon Bernard Foundation Medal and Prize
﻿"
WHA21.10,"Tax equalization plan
﻿"
WHA21.38,"Health assistance to refugees and displaced persons
﻿"
WHA21.14,"Election of members entitled to designate a person to serve on the Executive Board
﻿"
WHA21.28,"Working principles governing the admission of non-governmental organizations into official relations with WHO: amendment to paragraph 2 (‎vi)‎
﻿"
WHA21.7,"Budgetary implications for 1968 and 1969 of recent decisions on general service salaries in Geneva
﻿"
WHA21.6,"Members in arrears in the payment of their contributions to an extent which may invoke Article 7 of the Constitution
﻿"
WHA21.29,"Confirmation of the selection of the country in which the twenty-second World Health Assembly will be held
﻿"
WHA21.15,"Appointment of the Director-General
﻿"
WHA21.17,"Annual report of the Director-General for 1967
﻿"
WHA21.4,"Financial report on the accounts of WHO for the year 1967, report of the external auditor, and comments thereon of the Executive Board
﻿"
WHA21.5,"Status of collection of annual contributions and of advances to the Working Capital Fund
﻿"
WHA21.16,"Contract of the Director-General
﻿"
WHA22.49,"Committee on International Quarantine: fifteenth report
﻿"
WHA22.48,"Diseases under surveillance: malaria
﻿"
WHA22.60,"Reports of the Executive Board on its forty-second and forty-third sessions
﻿"
WHA22.58,"Question of general and complete disarmament: chemical and bacteriological (‎biological)‎ weapons and the consequences of their possible use
﻿"
WHA22.59,"Co-ordination with the United Nations, the specialized agencies and the International Atomic Energy Agency on programme matters
﻿"
WHA22.15,"Advances from the working capital fund for the provision of emergency supplies to member states
﻿"
WHA22.29,"Prevention of blindness
﻿"
WHA22.9,"Amendment to the contract of the Director-General
﻿"
WHA22.8,"Financing of the promotion of sales of WHO publications
﻿"
WHA22.28,"Implementation of resolution WHA7.33
﻿"
WHA22.14,"Members in arrears in the payment of their contributions to an extent which may invoke Article 7 of the Constitution
﻿"
WHA22.16,"Agreement between the World Health Organization and the Organization of African Unity
﻿"
WHA22.17,"Appointment of external auditor
﻿"
WHA22.13,"Effective working budget and budget level for 1970
﻿"
WHA22.12,"Supplementary budget estimates for 1969
﻿"
WHA22.38,"Form of presentation of the programme and budget estimates
﻿"
WHA22.10,"Annual report of the Director-General for 1968
﻿"
WHA22.11,"Use of the Russian and Spanish languages
﻿"
WHA22.39,"Re-examination of the global strategy of malaria eradication
﻿"
WHA22.34,"Smallpox eradication programme
﻿"
WHA22.20,"Co-ordination with the United Nations, the specialized agencies and the International Atomic Energy Agency on administrative, budgetary and financial matters
﻿"
WHA22.1,"Salaries and allowances: ungraded posts
﻿"
WHA22.21,"Annual report of the United Nations Joint Staff Pension Board for 1967
﻿"
WHA22.35,"Socio-economic consequences of the zoonoses
﻿"
WHA22.23,"Selection of the country in which the twenty-third World Health Assembly will be held
﻿"
WHA22.37,"Special account for servicing costs
﻿"
WHA22.3,"Election of members entitled to designate a person to serve on the Executive Board
﻿"
WHA22.2,"Status of collection of annual contributions and of advances to the Working Capital Fund
﻿"
WHA22.36,"Proposed programme and budget estimates for 1970: voluntary fund for health promotion
﻿"
WHA22.22,"Appointment of representatives to the WHO Staff Pension Committee
﻿"
WHA22.26,"Situation regarding the possibilities for the acceptance of amendments to the Constitution of WHO
﻿"
WHA22.32,"Health aspects of population dynamics
﻿"
WHA22.6,"Assessments of new members; assessment of Mauritius and of Southern Yemen
﻿"
WHA22.7,"Scale of assessment for 1970
﻿"
WHA22.33,"Appropriation resolution for the financial year 1970
﻿"
WHA22.27,"Financial participation by governments in the costs of implementation of WHO-assisted projects
﻿"
WHA22.19,"Inclusion of Afghanistan in the Eastern Mediterranean Region
﻿"
WHA22.31,"Study of the nature and extent of health problems of seafarers and the health services available to them
﻿"
WHA22.25,"Extension of the agreement with the United Nations Relief and Works Agency for Palestine refugees in the Near East
﻿"
WHA22.5,"Per diem rate for members of the Executive Board
﻿"
WHA22.4,"Financial report on the accounts of WHO for the year 1968 and report of the external auditor
﻿"
WHA22.24,"Resolution of thanks
﻿"
WHA22.30,"Fluoridation and dental health
﻿"
WHA22.18,"Headquarters accommodation: future requirements
﻿"
WHA22.57,"United Nations conference on the human environment
﻿"
WHA22.43,"Health assistance to refugees and displaced persons in the Middle East
﻿"
WHA22.42,"Study of the criteria for assessing the equivalence of medical degrees in different countries
﻿"
WHA22.56,"Increase in the production and use of edible protein
﻿"
WHA22.40,"Research on methods of vector control
﻿"
WHA22.54,"Establishment of pharmaceutical production in developing countries
﻿"
WHA22.55,"Second United Nations development decade
﻿"
WHA22.41,"Safety and efficacy of drugs
﻿"
WHA22.45,"Award of the Dr A. T. Shousha Foundation Medal and Prize
﻿"
WHA22.51,"Training of medical personnel and the “brain drain”
﻿"
WHA22.50,"Quality control of drugs
﻿"
WHA22.44,"General order of magnitude of the budget for 1971
﻿"
WHA22.52,"Review of the organizational study on co-ordination with the United Nations and the specialized agencies
﻿"
WHA22.46,"International Health Regulations
﻿"
WHA22.47,"Diseases under surveillance: louse-borne typhus, louse-borne relapsing fever, viral influenza, paralytic poliomyelitis
﻿"
WHA22.53,"Long-term planning in the field of health, biennial programming, and improvement of the evaluation process
﻿"
WHA23.22,"Appointment of representatives to the WHO Staff Pension Committee
﻿"
WHA23.36,"Community Water Supply
﻿"
WHA23.37,"Effective working budget and budget level for 1971
﻿"
WHA23.23,"Amendments to the statute of the International Agency for Research on Cancer
﻿"
WHA23.9,"Annual report of the Director-General for 1969
﻿"
WHA23.35,"Training of national health personnel
﻿"
WHA23.21,"Annual report of the United Nations Joint Staff Pension Board for 1968
﻿"
WHA23.20,"Scale of assessment for 1971
﻿"
WHA23.34,"Present problems of yellow fever in Africa
﻿"
WHA23.8,"Review of the Working Capital Fund
﻿"
WHA23.30,"Implementation of resolution WHA7.33
﻿"
WHA23.24,"Fourth report on the world health situation
﻿"
WHA23.18,"Headquarters accommodation: report on financing
﻿"
WHA23.19,"Advances from the working capital fund for the provision of emergency supplies to member states
﻿"
WHA23.25,"Review of the organizational study on co-ordination with the United Nations and the specialized agencies
﻿"
WHA23.31,"Second report of the ad hoc committee of experts to examine the finances of the United Nations and the specialized agencies: progress report on implementation
﻿"
WHA23.27,"Co-ordination with the United Nations, the specialized agencies and the International Atomic Energy Agency on administrative, budgetary and financial matters
﻿"
WHA23.33,"Research on methods of vector control
﻿"
WHA23.32,"Health consequences of smoking
﻿"
WHA23.26,"Future organizational study by the Executive Board
﻿"
WHA23.41,"Human rights
﻿"
WHA23.55,"Programme and budget estimates for 1971: voluntary fund for health promotion
﻿"
WHA23.54,"Reports of the Executive Board on its forty-fourth and forty-fifth sessions
﻿"
WHA23.40,"Co-ordination with the United Nations, the specialized agencies and the International Atomic Energy Agency on programme matters
﻿"
WHA23.56,"Special account for servicing costs
﻿"
WHA23.42,"Drug dependence
﻿"
WHA23.43,"Second United Nations development decade
﻿"
WHA23.57,"Reservations to the International Health Regulations
﻿"
WHA23.53,"The rapid prohibition of chemical and bacteriological (‎biological)‎ weapons
﻿"
WHA23.47,"Occupational health: miners
﻿"
WHA23.46,"Smallpox eradication programme
﻿"
WHA23.52,"Health assistance to refugees and displaced persons in the Middle East
﻿"
WHA23.44,"Study of the capacity of the United Nations development system
﻿"
WHA23.50,"Health hazards of food additives
﻿"
WHA23.51,"Appropriation resolution for the financial year 1971
﻿"
WHA23.45,"Quality control of drugs
﻿"
WHA23.48,"Drug efficacy
﻿"
WHA23.60,"Human environment
﻿"
WHA23.61,"Basic principles for the development of national health services
﻿"
WHA23.49,"Research on the organization of community health services
﻿"
WHA23.62,"General order of magnitude of the budget for 1972
﻿"
WHA23.59,"General programme of work covering a specific period
﻿"
WHA23.58,"Disinsection of aircraft
﻿"
WHA23.3,"Election of members entitled to designate a person to serve on the Executive Board
﻿"
WHA23.17,"Acquisition of additional land at headquarters
﻿"
WHA23.16,"Additional housing for the staff of the Regional Office for Africa, and extension of the Regional Office Building
﻿"
WHA23.2,"Amendments to the rules of procedure of the World Health Assembly to facilitate the work of the Assembly
﻿"
WHA23.28,"Selection of the country in which the twenty-fourth World Health Assembly will be held
﻿"
WHA23.14,"Real estate fund
﻿"
WHA23.15,"Appropriation to the real estate fund
﻿"
WHA23.29,"Acceptance of amendments to the Constitution of WHO
﻿"
WHA23.1,"Method of work of the Health Assembly
﻿"
WHA23.5,"Financial report on the accounts of WHO for the year 1969 and report of the external auditor
﻿"
